Job_Role,Skill_1,Skill_2,Skill_3,Skill_4,Skill_5,Skill_6,Skill_7,Skill_8,Skill_9,Skill_10,Skill_11,Skill_12,Skill_13,Skill_14,Skill_15,Skill_16,Skill_17,Skill_18
QA Engineer,Jupyter,Babel,LESS,Shell Scripting,ROS,SASS,Nginx,Security,CI,Math,Hibernate,Leadership,Next.js,,,,,
Computer Vision Engineer,SASS,Testing,BigQuery,ETL,Redis,Scrum,Airflow,Emacs,Leadership,Nginx,TensorRT,Spark,Nuxt.js,Swift,Babel,PySpark,Simulink,Cloud Computing
Robotics Engineer,Kafka,GitLab,OOP,Spring Boot,ETL,Cloud Computing,SQL,Agile,Simulink,Nginx,Communication,Nuxt.js,CI,Storybook,,,,
Cloud Engineer,GraphQL,Linux CLI,iOS,Leadership,Analytics,Spring Boot,Apache,Nginx,Bitbucket,GitLab,Hadoop,Babel,Emacs,Cloud Computing,CI/CD,Storybook,,
Compliance Engineer,iOS,TensorRT,AR,Hadoop,Simulink,OOP,Vulkan,Airflow,Kotlin,Agile,Testing,,,,,,,
Technical Lead,R,OOP,NoSQL,Matlab,DSA,Functional Programming,Hibernate,Apache,CD,Communication,JIRA,Agile,ElasticSearch,VSCode,Chai,Swift,Redux,CI/CD
IoT Engineer,Cloud Computing,Scrum,Mocha,Superset,Flask,Matlab,Chai,Django,Kafka,Nuxt.js,Jest,NoSQL,Next.js,,,,,
Cloud Security Engineer,Security,CD,DSA,OOP,SQL,Nginx,ETL,Babel,Xamarin,Kafka,Math,LESS,Apache,NoSQL,GraphQL,,,
Data Analyst,PySpark,Next.js,Jest,Android,iOS,Redux,Looker,Hibernate,Spark,Testing,Cloud Computing,Shell Scripting,MongoDB,Flask,Simulink,Matlab,Computer Vision,
Network Engineer,Airflow,FastAPI,Webpack,Looker,Shell Scripting,Storybook,MongoDB,LESS,JIRA,Security,RESTful API,VSCode,Linux CLI,,,,,
Realtime System Engineer,Redis,Looker,Agile,CI,FPGA,Linux CLI,DSA,Babel,Scrum,Leadership,Snowflake,Jest,CD,BigQuery,API Management,PySpark,OpenGL,
Data Engineer,Linux CLI,Hibernate,CD,SASS,Spring Boot,R,FPGA,System Design,Agile,FastAPI,VSCode,,,,,,,
DevOps Engineer,Storybook,Jest,Testing,iOS,MongoDB,LLVM,Looker,Matlab,AR,Babel,Hadoop,Linux CLI,Hibernate,Superset,,,,
Fullstack Developer,Verilog,Kafka,Testing,Redux,GraphQL,Storybook,MongoDB,Shell Scripting,Analytics,Nuxt.js,Jupyter,System Design,,,,,,
Frontend Developer,Django,Looker,JIRA,System Design,Redux,OOP,ROS,SASS,Flask,FPGA,Confluence,Testing,MongoDB,Athena,Analytics,BigQuery,API Management,
Data Analyst,Webpack,SASS,GraphQL,Emacs,Communication,Linux CLI,OOP,Security,SQL,Athena,Spark,PySpark,Django,Shell Scripting,Nuxt.js,Math,GitLab,
Web Developer,Communication,TensorRT,Kotlin,BigQuery,GraphQL,Functional Programming,Matlab,Next.js,R,,,,,,,,,
Technical Lead,Cloud Computing,FPGA,Shell Scripting,GitLab,BigQuery,Looker,Emacs,Matlab,RESTful API,,,,,,,,,
Machine Learning Engineer,Apache,CI,Kafka,GraphQL,Analytics,RESTful API,Testing,Communication,Debugging,LESS,Nuxt.js,OpenGL,Chai,Vulkan,Shell Scripting,Hadoop,,
Cloud Security Engineer,SASS,Vulkan,VSCode,Hibernate,TensorRT,Functional Programming,Kafka,Jest,AR,,,,,,,,,
Data Scientist,Cloud Computing,Math,LLVM,Kotlin,JIRA,Emacs,DSA,MongoDB,Kafka,RESTful API,Hadoop,Redis,Security,,,,,
IT Support Specialist,Android,Simulink,Nuxt.js,PySpark,Linux CLI,Jupyter,Redis,OpenGL,LLVM,GraphQL,Flask,NoSQL,Scrum,Redux,System Design,,,
Data Analyst,Superset,Snowflake,GitHub,R,VR,CI,DSA,Redux,LLVM,OOP,Nuxt.js,Analytics,Shell Scripting,TensorRT,ROS,API Management,Hibernate,Debugging
Cloud Engineer,Django,ETL,Xamarin,Bitbucket,Jupyter,FPGA,Chai,LESS,Simulink,Kotlin,,,,,,,,
Site Admin,DSA,Scrum,AR,Apache,GitLab,Jest,Looker,ETL,Shell Scripting,VR,iOS,CI,Agile,Functional Programming,Emacs,Xamarin,Spring Boot,
Test Engineer,Math,VR,LESS,Shell Scripting,VSCode,GitHub,ETL,NoSQL,,,,,,,,,,
Data Analyst,RESTful API,Leadership,Django,PySpark,BigQuery,Analytics,Security,Kotlin,,,,,,,,,,
Game Developer,Hadoop,API Management,GitLab,Bitbucket,MongoDB,ElasticSearch,Security,Math,Redux,SASS,Scrum,,,,,,,
Network Engineer,VSCode,Kafka,Mocha,Snowflake,Spark,Functional Programming,Nginx,Cloud Computing,CD,Xamarin,Webpack,Analytics,ElasticSearch,Testing,OOP,Security,,
Game Designer,ROS,Kotlin,API Management,Apache,Hadoop,AR,Webpack,VR,Athena,Bitbucket,Redux,GraphQL,Cloud Computing,System Design,OpenGL,SQL,iOS,FPGA
Realtime System Engineer,Debugging,FastAPI,ROS,PySpark,Nuxt.js,Emacs,FPGA,LLVM,Hadoop,Babel,Agile,Scrum,Spring Boot,ElasticSearch,Spark,,,
Frontend Developer,CD,Communication,Scrum,DSA,Airflow,Confluence,FastAPI,Redux,ETL,Testing,CI/CD,Spark,Simulink,,,,,
Site Admin,CD,Nuxt.js,Hibernate,VSCode,Jest,iOS,Communication,Shell Scripting,LLVM,OOP,DSA,Simulink,Xamarin,,,,,
Linux Administrator,SQL,Functional Programming,CI,ElasticSearch,TensorRT,Swift,VR,Shell Scripting,Redux,,,,,,,,,
Database Administrator,Kafka,TensorRT,R,GitHub,GitLab,Matlab,BigQuery,Testing,,,,,,,,,,
Realtime System Engineer,FPGA,Agile,SASS,API Management,Jupyter,MongoDB,Webpack,Kotlin,Linux CLI,CD,Simulink,Django,Confluence,Bitbucket,Athena,,,
Machine Learning Engineer,System Design,Bitbucket,FPGA,SASS,VR,Kotlin,Redis,GitHub,Spark,Shell Scripting,OOP,Django,Hadoop,,,,,
Site Admin,Verilog,FPGA,Vulkan,OpenGL,Django,Airflow,GitHub,Nginx,RESTful API,Computer Vision,Hadoop,VR,,,,,,
IoT Engineer,R,Agile,GitHub,Xamarin,LLVM,Bitbucket,RESTful API,JIRA,Computer Vision,GraphQL,DSA,Confluence,Looker,,,,,
Data Engineer,MongoDB,Vulkan,Redux,Scrum,Functional Programming,Analytics,Shell Scripting,CI/CD,Chai,Math,Bitbucket,Apache,NoSQL,GitHub,ROS,,,
Site Reliability Engineer,Apache,Agile,Cloud Computing,Redis,Kotlin,CD,NoSQL,Redux,OOP,DSA,Computer Vision,Matlab,FPGA,Babel,Nuxt.js,Superset,Airflow,
Infrastructure Engineer,Simulink,API Management,AR,Agile,SASS,Testing,Jest,Mocha,CI/CD,Redux,Xamarin,Spark,LESS,Next.js,MongoDB,,,
AI Engineer,LLVM,Jest,Looker,GitHub,FastAPI,Agile,Chai,Shell Scripting,Leadership,Mocha,Android,Math,Vulkan,Spring Boot,Flask,Jupyter,,
Database Administrator,Math,LESS,Superset,Verilog,Kafka,RESTful API,Chai,Bitbucket,SQL,Communication,Swift,Android,MongoDB,,,,,
Big Data Engineer,SASS,Mocha,System Design,Simulink,Redis,Math,Leadership,Chai,Security,,,,,,,,,
Platform Engineer,Django,RESTful API,ElasticSearch,Chai,AR,Scrum,Agile,Spark,MongoDB,Storybook,Swift,GraphQL,GitLab,Shell Scripting,,,,
Embedded Systems Engineer,Security,Looker,TensorRT,Webpack,Mocha,Kafka,Leadership,JIRA,,,,,,,,,,
Game Designer,SQL,ROS,Babel,LLVM,Analytics,Mocha,Scrum,Looker,Swift,BigQuery,Kafka,Redis,JIRA,DSA,ElasticSearch,Math,,
AI Engineer,Android,VR,Spark,JIRA,ROS,Chai,Math,MongoDB,Storybook,Bitbucket,Mocha,FPGA,,,,,,
Ethical Hacker,MongoDB,LLVM,Webpack,Math,Linux CLI,FastAPI,Scrum,Matlab,AR,R,,,,,,,,
Data Scientist,Airflow,Matlab,AR,Debugging,Hadoop,Swift,Spark,Snowflake,OOP,Redis,,,,,,,,
Computer Vision Engineer,iOS,API Management,FastAPI,Spring Boot,Leadership,NoSQL,Jupyter,Storybook,Verilog,Kotlin,LESS,GitHub,Athena,TensorRT,BigQuery,Android,,
AI Researcher,Snowflake,Agile,Linux CLI,JIRA,ETL,Flask,Xamarin,ROS,DSA,CI,Verilog,Matlab,,,,,,
Scrum Master,Webpack,Linux CLI,Scrum,Debugging,SQL,FastAPI,Hibernate,Flask,LESS,GitHub,PySpark,Testing,Django,VSCode,,,,
Technical Lead,Computer Vision,Hadoop,ElasticSearch,FPGA,Agile,OOP,VSCode,SASS,PySpark,,,,,,,,,
Digital Forensics Analyst,GitLab,Kotlin,VSCode,Security,Confluence,RESTful API,Leadership,Matlab,Chai,Spring Boot,Bitbucket,Debugging,Spark,Jest,SASS,Next.js,R,
QA Engineer,TensorRT,OpenGL,Shell Scripting,Leadership,Hibernate,Math,VSCode,CI,GitLab,Webpack,Kotlin,MongoDB,API Management,Agile,Chai,Hadoop,,
Software Engineer,Debugging,Storybook,Swift,RESTful API,Security,GitHub,ROS,Cloud Computing,AR,Android,PySpark,Leadership,OOP,,,,,
Site Reliability Engineer,LESS,Simulink,DSA,Cloud Computing,Leadership,Functional Programming,Athena,NoSQL,Next.js,Hadoop,RESTful API,VSCode,Apache,Android,LLVM,Airflow,,
UI/UX Designer,Matlab,GraphQL,API Management,Android,NoSQL,Jupyter,Flask,OpenGL,RESTful API,,,,,,,,,
Infrastructure Engineer,Next.js,DSA,API Management,Kotlin,Athena,Security,Apache,Functional Programming,Linux CLI,Mocha,FastAPI,Communication,Spring Boot,,,,,
Information Security Analyst,System Design,Simulink,Scrum,OpenGL,SQL,Emacs,Security,Spring Boot,Hadoop,Linux CLI,JIRA,Analytics,Matlab,,,,,
Digital Forensics Analyst,Vulkan,FPGA,Functional Programming,Looker,VR,RESTful API,OOP,Xamarin,Matlab,Math,Chai,Shell Scripting,DSA,Jupyter,Next.js,Redis,,
Robotics Engineer,Functional Programming,Chai,Agile,ETL,Emacs,Airflow,PySpark,BigQuery,GraphQL,Vulkan,ROS,,,,,,,
System Administrator,Looker,TensorRT,VR,Kafka,Chai,Next.js,Nuxt.js,FPGA,DSA,SQL,Vulkan,Bitbucket,GitLab,,,,,
Test Engineer,Linux CLI,ElasticSearch,RESTful API,MongoDB,Android,LESS,Swift,Django,Athena,AR,Leadership,NoSQL,Looker,GitHub,Jupyter,Nginx,,
Embedded Systems Engineer,Nginx,API Management,LLVM,Next.js,TensorRT,Math,Debugging,Simulink,Bitbucket,Superset,Redux,GitLab,Looker,Xamarin,,,,
IT Consultant,Nginx,JIRA,Analytics,CD,Kafka,GitLab,OOP,Superset,API Management,Hibernate,Verilog,Jupyter,Agile,Vulkan,,,,
Computer Vision Engineer,API Management,Superset,CD,Jupyter,Athena,Verilog,Kafka,JIRA,CI,NoSQL,Computer Vision,Analytics,RESTful API,,,,,
Frontend Developer,Redis,Superset,Spark,Nginx,Looker,CI/CD,OOP,SASS,Spring Boot,GitHub,DSA,Cloud Computing,Android,Scrum,Math,Chai,,
Game Designer,LLVM,TensorRT,Security,Communication,Kotlin,CD,ROS,Airflow,Next.js,ETL,GitLab,LESS,AR,Android,,,,
AI Researcher,Computer Vision,Linux CLI,Babel,Snowflake,Athena,Security,Redux,Kafka,,,,,,,,,,
Computer Vision Engineer,Bitbucket,Agile,LLVM,Flask,CI/CD,CD,Redis,OpenGL,ROS,,,,,,,,,
Tech Evangelist,Math,DSA,Bitbucket,Jest,SASS,Next.js,VR,Confluence,FPGA,NoSQL,Apache,ElasticSearch,ETL,Agile,Cloud Computing,R,Jupyter,Matlab
Game Developer,VR,SQL,Kafka,OpenGL,Confluence,MongoDB,Django,Agile,Redis,LLVM,Babel,Webpack,Superset,NoSQL,,,,
IT Support Specialist,SASS,Debugging,GraphQL,Leadership,API Management,ElasticSearch,Storybook,Vulkan,GitHub,LESS,GitLab,Flask,Mocha,MongoDB,TensorRT,ROS,,
Machine Learning Engineer,Bitbucket,SQL,Chai,CI/CD,Superset,Hibernate,Matlab,Xamarin,Android,Storybook,Jupyter,NoSQL,Swift,Next.js,Scrum,Shell Scripting,,
Game Developer,Babel,Airflow,Storybook,Swift,iOS,Functional Programming,ROS,Leadership,API Management,,,,,,,,,
NLP Engineer,Mocha,Nuxt.js,SQL,Apache,VR,NoSQL,GitHub,Hadoop,System Design,Matlab,LLVM,ETL,Xamarin,Spring Boot,Emacs,,,
Network Engineer,LESS,Chai,Django,GitHub,Redux,R,JIRA,API Management,Math,Shell Scripting,LLVM,Scrum,DSA,Debugging,Nginx,,,
Software Engineer,LLVM,NoSQL,LESS,JIRA,VSCode,Bitbucket,ETL,Next.js,FastAPI,Hadoop,Spring Boot,SASS,Babel,,,,,
Software Engineer,SASS,Mocha,ETL,Snowflake,Superset,RESTful API,Android,FastAPI,Confluence,ROS,,,,,,,,
Network Engineer,Athena,MongoDB,Shell Scripting,API Management,DSA,Spark,Hadoop,Snowflake,SASS,Bitbucket,LESS,Storybook,LLVM,Mocha,Nginx,Linux CLI,System Design,
Data Scientist,Bitbucket,Leadership,TensorRT,Swift,Verilog,Agile,API Management,OOP,ETL,,,,,,,,,
Computer Vision Engineer,Simulink,PySpark,Superset,Android,Kotlin,Debugging,iOS,Linux CLI,BigQuery,Redis,Flask,Functional Programming,JIRA,ETL,Leadership,Agile,DSA,
Linux Administrator,OpenGL,Superset,Matlab,Swift,GitHub,Flask,Functional Programming,Hadoop,Django,Airflow,VR,AR,RESTful API,Communication,PySpark,,,
Blockchain Developer,Computer Vision,FPGA,VSCode,GitLab,GraphQL,Storybook,Nuxt.js,Hibernate,,,,,,,,,,
Tech Evangelist,Storybook,Math,Spring Boot,Cloud Computing,Hadoop,Nginx,GitHub,PySpark,,,,,,,,,,
Business Intelligence Analyst,Confluence,JIRA,Scrum,Apache,Chai,Mocha,OOP,MongoDB,ETL,Nginx,Airflow,Nuxt.js,iOS,FPGA,Redis,Linux CLI,Android,ROS
BI Developer,Nginx,BigQuery,ElasticSearch,Computer Vision,ETL,Vulkan,Matlab,DSA,Scrum,JIRA,Android,Storybook,Nuxt.js,Flask,FastAPI,OOP,API Management,
Network Engineer,Scrum,Android,Kotlin,PySpark,API Management,NoSQL,Bitbucket,Redux,Math,JIRA,Agile,Functional Programming,Flask,LESS,,,,
IoT Engineer,Swift,Analytics,CD,Cloud Computing,Chai,Android,SQL,R,Verilog,,,,,,,,,
Automation Engineer,Emacs,Django,Functional Programming,GitHub,Babel,R,Nginx,Flask,Jest,SASS,,,,,,,,
Robotics Engineer,AR,VSCode,Kafka,Hadoop,Chai,Hibernate,GraphQL,Redux,Spark,Next.js,Jest,Spring Boot,,,,,,
Network Engineer,TensorRT,Jupyter,RESTful API,Matlab,Superset,SQL,NoSQL,System Design,MongoDB,ElasticSearch,,,,,,,,
Fullstack Developer,Vulkan,SASS,LESS,Redux,PySpark,Spark,Hadoop,Nginx,Cloud Computing,VSCode,Hibernate,iOS,OpenGL,,,,,
Ethical Hacker,OOP,SASS,GitHub,Redis,Confluence,Kotlin,System Design,Math,BigQuery,ROS,,,,,,,,
Streaming Engineer,CD,Jest,CI,Snowflake,Nginx,Xamarin,BigQuery,ETL,SASS,Hibernate,Agile,Spring Boot,,,,,,
Blockchain Developer,Spring Boot,Babel,Nuxt.js,BigQuery,Communication,Bitbucket,Hadoop,Airflow,Cloud Computing,Spark,SASS,PySpark,Math,Matlab,Leadership,,,
Cybersecurity Analyst,SQL,Apache,Athena,CI,Emacs,GitHub,Scrum,Next.js,BigQuery,Confluence,Cloud Computing,,,,,,,
Fullstack Developer,iOS,Scrum,JIRA,System Design,Kotlin,API Management,Jest,Snowflake,Communication,Nginx,DSA,GitLab,,,,,,
Fullstack Developer,Kafka,Computer Vision,JIRA,OOP,ElasticSearch,Looker,GraphQL,Chai,Jupyter,Mocha,Nuxt.js,GitLab,Hibernate,NoSQL,LLVM,Babel,MongoDB,
AR/VR Developer,Jupyter,OpenGL,JIRA,iOS,Matlab,Security,CI,ROS,,,,,,,,,,
Scrum Master,CI,Redux,Kotlin,SQL,MongoDB,RESTful API,LLVM,Functional Programming,ROS,,,,,,,,,
AR/VR Developer,Chai,Hadoop,Redux,TensorRT,Functional Programming,Jupyter,PySpark,VSCode,Flask,MongoDB,,,,,,,,
Research Engineer,SASS,Hadoop,Math,Bitbucket,Django,OpenGL,Kafka,BigQuery,Computer Vision,Nginx,,,,,,,,
Scrum Master,GitLab,PySpark,DSA,Swift,Xamarin,R,OOP,Airflow,API Management,Babel,ETL,Analytics,Django,Security,Storybook,,,
Site Admin,Cloud Computing,Leadership,Simulink,RESTful API,System Design,Confluence,Nuxt.js,Jupyter,GitHub,Kotlin,BigQuery,Analytics,TensorRT,SASS,,,,
Technical Lead,Mocha,MongoDB,AR,Android,Functional Programming,ROS,Hadoop,Cloud Computing,Linux CLI,CI,Testing,OOP,Kafka,Nuxt.js,R,,,
Cloud Security Engineer,Storybook,Testing,ROS,JIRA,PySpark,Nginx,ETL,CI,Swift,,,,,,,,,
Mobile Developer,BigQuery,CI/CD,Swift,TensorRT,GraphQL,Mocha,FPGA,LESS,Math,RESTful API,API Management,Redis,Babel,Security,,,,
Ethical Hacker,Swift,Airflow,LLVM,Xamarin,Kotlin,OpenGL,Looker,Verilog,VR,Nuxt.js,GitHub,Hibernate,Matlab,CD,Testing,Mocha,,
Information Security Analyst,Airflow,Android,NoSQL,GitLab,Hadoop,Chai,BigQuery,Cloud Computing,,,,,,,,,,
BI Developer,Xamarin,Next.js,OpenGL,Redux,RESTful API,OOP,CI/CD,CD,LESS,Jest,Verilog,Swift,Looker,FastAPI,GitHub,iOS,Simulink,
Site Reliability Engineer,Nuxt.js,FastAPI,RESTful API,Next.js,ROS,Kotlin,GitHub,Spring Boot,ETL,PySpark,CI,Mocha,Android,,,,,
Security Engineer,FastAPI,Agile,API Management,Nginx,Communication,Flask,Emacs,Kafka,Next.js,Functional Programming,Storybook,OOP,,,,,,
Ethical Hacker,Agile,Hibernate,Confluence,DSA,GitLab,Nginx,ROS,VSCode,Matlab,Redis,Functional Programming,VR,Nuxt.js,SASS,OpenGL,Linux CLI,PySpark,
Network Engineer,CI,Nuxt.js,SQL,RESTful API,Chai,PySpark,AR,Apache,Testing,,,,,,,,,
Backend Developer,ETL,RESTful API,CI/CD,FastAPI,Computer Vision,Chai,Spring Boot,Storybook,GitHub,Vulkan,Django,,,,,,,
Site Reliability Engineer,GraphQL,VSCode,Leadership,Webpack,TensorRT,Swift,Android,Math,SASS,Storybook,Agile,Airflow,Security,Simulink,Flask,Looker,CI,
Test Engineer,SASS,GitHub,Matlab,Swift,Vulkan,RESTful API,GraphQL,Simulink,R,iOS,ElasticSearch,Debugging,,,,,,
Integration Engineer,Apache,JIRA,Spring Boot,CD,Linux CLI,R,Hadoop,API Management,Math,Scrum,RESTful API,Vulkan,Jest,Testing,,,,
Network Engineer,Simulink,Leadership,Testing,MongoDB,Chai,FPGA,GraphQL,Looker,Math,System Design,R,Snowflake,Hibernate,Spring Boot,Jest,Debugging,LESS,VR
NLP Engineer,Storybook,Spring Boot,CI,Debugging,ElasticSearch,Kotlin,Vulkan,Analytics,Shell Scripting,VR,Security,Testing,,,,,,
Digital Forensics Analyst,CI,Storybook,Nuxt.js,Testing,GraphQL,TensorRT,Redis,Airflow,Athena,Security,Superset,Functional Programming,LESS,,,,,
Research Engineer,NoSQL,Flask,VSCode,Webpack,DSA,Looker,Redux,Verilog,,,,,,,,,,
Data Engineer,ElasticSearch,Simulink,Computer Vision,LLVM,Functional Programming,Jest,CI,Django,Superset,,,,,,,,,
DevOps Engineer,Leadership,Hadoop,Security,Hibernate,CD,Verilog,Jest,ETL,,,,,,,,,,
Information Security Analyst,PySpark,Redux,Math,MongoDB,Webpack,LLVM,Hadoop,SQL,FPGA,VSCode,Storybook,Superset,Airflow,GraphQL,Linux CLI,System Design,,
Research Engineer,Nuxt.js,Webpack,Mocha,Chai,BigQuery,ElasticSearch,GitLab,Spring Boot,Simulink,Storybook,JIRA,API Management,Computer Vision,Matlab,Next.js,LLVM,,
Cloud Engineer,GitHub,VSCode,Agile,Vulkan,Cloud Computing,Spring Boot,CI/CD,Nuxt.js,ElasticSearch,iOS,Next.js,GitLab,CI,Leadership,,,,
Computer Vision Engineer,PySpark,Spring Boot,ElasticSearch,AR,Redux,Spark,GraphQL,GitLab,Mocha,Athena,ETL,RESTful API,Security,LLVM,LESS,,,
Web3 Developer,Linux CLI,Communication,Xamarin,GitLab,CI,SASS,VR,Mocha,ETL,MongoDB,SQL,Redux,Jupyter,Next.js,,,,
AI Researcher,Kotlin,TensorRT,Superset,API Management,Xamarin,RESTful API,Spring Boot,GraphQL,Cloud Computing,Agile,Next.js,Analytics,Emacs,Apache,CI,,,
Network Engineer,Swift,Jest,Bitbucket,API Management,Nuxt.js,Cloud Computing,Redis,Leadership,Confluence,Linux CLI,DSA,Spring Boot,Storybook,Analytics,,,,
Database Administrator,Android,R,Emacs,Redux,LESS,NoSQL,Looker,GitHub,Analytics,CD,FastAPI,Agile,Babel,VSCode,JIRA,,,
AR/VR Developer,Jest,API Management,CI,Jupyter,Scrum,Next.js,Storybook,TensorRT,Math,Django,VR,,,,,,,
Web Developer,Communication,GitLab,Snowflake,GitHub,Jupyter,Vulkan,Django,BigQuery,VR,Testing,Security,Athena,Storybook,Agile,,,,
Digital Forensics Analyst,CI/CD,iOS,Functional Programming,CD,VSCode,ETL,Storybook,Django,Hadoop,BigQuery,Math,,,,,,,
NLP Engineer,Functional Programming,VSCode,ETL,Shell Scripting,Computer Vision,Cloud Computing,TensorRT,OOP,Jupyter,Looker,Redux,Linux CLI,Athena,DSA,System Design,AR,SQL,
Blockchain Developer,JIRA,Hadoop,Computer Vision,Matlab,Linux CLI,Snowflake,RESTful API,CI,TensorRT,OpenGL,Looker,Webpack,Security,Storybook,,,,
Digital Forensics Analyst,Debugging,DSA,Babel,NoSQL,Bitbucket,CD,Hibernate,Kotlin,Leadership,Math,OOP,Shell Scripting,Linux CLI,CI/CD,Redis,,,
Cybersecurity Analyst,GitLab,Computer Vision,Communication,ETL,Kafka,Kotlin,Redux,BigQuery,Hadoop,Athena,,,,,,,,
Ethical Hacker,Webpack,Flask,Kotlin,Redux,GitLab,Babel,AR,VR,SASS,Functional Programming,R,Cloud Computing,Hadoop,,,,,
Scrum Master,TensorRT,Nginx,Webpack,Kafka,Nuxt.js,Debugging,iOS,Storybook,FPGA,Linux CLI,SQL,Superset,VSCode,Scrum,Babel,Security,RESTful API,
Robotics Engineer,Airflow,Leadership,Shell Scripting,OOP,Debugging,Cloud Computing,Swift,BigQuery,Matlab,Computer Vision,Athena,CI,,,,,,
QA Engineer,Jupyter,Flask,iOS,GitLab,Hibernate,Vulkan,Jest,TensorRT,Nuxt.js,,,,,,,,,
Game Developer,Apache,DSA,Superset,System Design,Athena,JIRA,Flask,OpenGL,Analytics,VSCode,Looker,Debugging,Chai,Next.js,,,,
Blockchain Developer,GitLab,Android,JIRA,Nginx,ElasticSearch,iOS,SQL,Hibernate,Communication,,,,,,,,,
Compliance Engineer,BigQuery,Flask,Bitbucket,SASS,Computer Vision,OpenGL,Agile,Spark,Scrum,Nuxt.js,NoSQL,LESS,Communication,Kotlin,Athena,Shell Scripting,Kafka,OOP
Backend Developer,Airflow,Swift,Nuxt.js,Jest,Babel,Snowflake,OOP,Spark,,,,,,,,,,
Research Engineer,Webpack,Functional Programming,Babel,Jupyter,Kotlin,Snowflake,Testing,PySpark,GraphQL,iOS,GitLab,,,,,,,
Test Engineer,VSCode,Django,Spark,AR,Redux,Webpack,Shell Scripting,Linux CLI,,,,,,,,,,
Database Administrator,Matlab,ElasticSearch,Webpack,LLVM,CD,Spring Boot,Math,Debugging,Leadership,Testing,,,,,,,,
Site Admin,Flask,Emacs,Computer Vision,GraphQL,GitLab,Swift,Kafka,Storybook,Testing,VR,PySpark,,,,,,,
Automation Engineer,Scrum,Webpack,Simulink,Computer Vision,Cloud Computing,Confluence,Spring Boot,Next.js,Kotlin,ROS,GraphQL,,,,,,,
Platform Engineer,NoSQL,Athena,Confluence,Spring Boot,Emacs,AR,SQL,CD,,,,,,,,,,
Linux Administrator,Airflow,Kotlin,R,Looker,Jupyter,CI/CD,VSCode,Matlab,GitLab,OpenGL,Snowflake,,,,,,,
Data Scientist,Testing,Spark,Scrum,Airflow,ETL,System Design,Mocha,SASS,Storybook,Vulkan,OpenGL,TensorRT,Swift,Athena,,,,
Software Engineer,Athena,R,Django,CD,System Design,Chai,Confluence,SASS,ETL,Airflow,Testing,Functional Programming,SQL,Spring Boot,OOP,,,
Software Engineer,Hadoop,Django,Analytics,Cloud Computing,Redis,Vulkan,Communication,RESTful API,Airflow,LESS,Linux CLI,,,,,,,
IoT Engineer,Spark,Snowflake,iOS,Nuxt.js,ElasticSearch,Swift,Agile,Apache,JIRA,BigQuery,VR,Scrum,ROS,GitHub,Simulink,GitLab,,
VR Developer,Verilog,ElasticSearch,Spring Boot,Hibernate,Snowflake,Swift,Redux,R,VSCode,Jupyter,Simulink,,,,,,,
Backend Developer,PySpark,Android,Testing,Spark,FastAPI,Debugging,Webpack,Communication,LLVM,DSA,Scrum,API Management,Redis,Vulkan,Cloud Computing,Agile,Xamarin,
Cloud Engineer,AR,ETL,Debugging,API Management,Athena,Bitbucket,ROS,Apache,Emacs,Superset,,,,,,,,
Backend Developer,Debugging,Simulink,Superset,Agile,Security,LLVM,VSCode,Next.js,CD,GraphQL,NoSQL,SASS,ElasticSearch,Analytics,PySpark,Bitbucket,Linux CLI,Shell Scripting
Platform Engineer,NoSQL,Airflow,Computer Vision,Swift,GitHub,LLVM,DSA,Leadership,LESS,Vulkan,Storybook,GitLab,FastAPI,,,,,
Backend Developer,Nuxt.js,LLVM,Apache,JIRA,Emacs,VR,ElasticSearch,Airflow,Athena,Storybook,Android,OpenGL,Redux,Mocha,Swift,,,
Cloud Engineer,Next.js,VR,ETL,Functional Programming,Athena,Django,Agile,OpenGL,,,,,,,,,,
Embedded Systems Engineer,Shell Scripting,VR,Babel,Mocha,Scrum,Airflow,Bitbucket,GitHub,GraphQL,,,,,,,,,
Backend Developer,Webpack,Confluence,Emacs,R,System Design,Redis,CI/CD,Testing,Cloud Computing,,,,,,,,,
QA Engineer,Flask,MongoDB,Debugging,Scrum,Confluence,GraphQL,SASS,Leadership,JIRA,,,,,,,,,
Web Developer,NoSQL,Matlab,Airflow,VSCode,Kafka,GitLab,PySpark,API Management,,,,,,,,,,
Data Governance Specialist,Redux,SASS,MongoDB,Security,iOS,System Design,Linux CLI,Mocha,LESS,Next.js,Redis,Communication,Swift,RESTful API,Athena,Android,Hibernate,Storybook
Cloud Engineer,API Management,Matlab,System Design,SASS,Storybook,Scrum,Kotlin,Redis,,,,,,,,,,
BI Developer,SASS,VR,ETL,Next.js,OpenGL,Simulink,Hadoop,DSA,Webpack,Matlab,TensorRT,,,,,,,
AR/VR Developer,Shell Scripting,Django,Redux,Athena,GitHub,Leadership,Math,DSA,,,,,,,,,,
VR Developer,Confluence,JIRA,Storybook,GitLab,Mocha,Kafka,Communication,Android,Nginx,Next.js,,,,,,,,
Automation Engineer,OpenGL,Superset,Chai,GitLab,Flask,Communication,SQL,Computer Vision,LESS,Spark,Mocha,Security,Kafka,R,,,,
Automation Engineer,RESTful API,Communication,Kafka,Apache,LESS,ElasticSearch,FPGA,BigQuery,Functional Programming,Testing,Snowflake,Jupyter,,,,,,
